session_code,line,party
312_3,Yes,MDB
312_3,Yes,PT
312_3,Yes,PPB
312_3,Yes,PTB
312_3,Yes,PDT
312_3,Yes,PV
312_3,Yes,GOV.
312_3,Yes,PSB
312_3,Yes,PCdoB
312_3,Yes,PL
312_3,Yes,PST
312_3,Yes,PSL
312_3,Yes,PMN
312_3,Yes,PSD
16314_2,Free,MDB
16314_2,No,PT
16314_2,Yes,PSDB
16314_2,Yes,PR
16314_2,Yes,PSD
16314_2,No,PSB
16314_2,Yes,DEM
16314_2,Yes,PRB
16314_2,No,PDT
16314_2,Yes,Podemos
16314_2,Yes,Solidaried
16314_2,No,PCdoB
16314_2,Yes,PSC
16314_2,Yes,PPS
16314_2,No,PHS
16314_2,Yes,PV
16314_2,No,PSOL
16314_2,No,REDE
16314_2,Yes,Patriota
16314_2,Yes,GOV.
16314_2,Yes,PP
16314_2,Yes,Avante
16314_2,Yes,PTB
16314_2,Yes,PROS
16314_2,Yes,PSL
5657_4,Yes,PT
5657_4,No,PSDB
5657_4,Yes,PR
5657_4,Yes,PSD
5657_4,Yes,PSB
5657_4,No,DEM
5657_4,Yes,PDT
5657_4,No,Solidaried
5657_4,Yes,PCdoB
5657_4,Yes,PROS
5657_4,Yes,PPS
5657_4,Yes,PV
5657_4,No,PSOL
5657_4,Yes,GOV.
5657_4,Yes,MDB
5657_4,Yes,PP
5657_4,Yes,PTB
5657_4,Yes,PSC
5657_4,Yes,PHS
5657_4,Yes,Patriota
5657_4,Yes,PRB
5657_4,Yes,Podemos
5657_4,Yes,PMN
5657_4,Yes,PRP
5657_4,Yes,DC
5657_4,Yes,PRTB
5657_4,Yes,PTC
5657_4,Yes,PSL
5657_4,Yes,Avante
2871_2,Yes,PT
2871_2,Yes,MDB
2871_2,Obstruction,PFL
2871_2,Obstruction,PSDB
2871_2,Obstruction,PP
2871_2,Obstruction,PTB
2871_2,Obstruction,PL
2871_2,Yes,PSB
2871_2,Yes,PDT
2871_2,Yes,PPS
2871_2,Yes,PCdoB
2871_2,Yes,PV
2871_2,Yes,PSOL
2871_2,Yes,PSC
2871_2,Obstruction,PRONA
16492,Obstruction,PT
16492,Yes,MDB
16492,Yes,PSDB
16492,Yes,PSD
16492,Yes,DEM
16492,Yes,PR
16492,Yes,PSB
16492,Yes,PRB
16492,Obstruction,PDT
16492,Yes,Solidaried
16492,Obstruction,PCdoB
16492,Yes,PPS
16492,Yes,PHS
16492,Obstruction,PSOL
16492,Yes,PV
16492,Obstruction,REDE
16492,Yes,PP
16492,Yes,Podemos
16492,Yes,Avante
16492,Yes,Patriota
16492,Yes,PTB
16492,Yes,PROS
16492,Yes,PSL
16492,Yes,PRP
299,No,PFL
299,No,PSDB
299,Yes,PT
299,No,PPB
299,No,PTB
299,Yes,PDT
299,Yes,PPS
299,Yes,PL
299,Yes,PCdoB
299,No,GOV.
299,No,MDB
299,No,PRONA
299_2,Yes,PFL
299_2,Yes,PSDB
299_2,No,PT
299_2,Yes,PPB
299_2,Yes,PTB
299_2,No,PDT
299_2,No,PSB
299_2,No,PPS
299_2,No,PL
299_2,No,PCdoB
299_2,No,PSD
299_2,Yes,GOV.
299_2,Yes,MDB
299_2,Yes,PRONA
306,Yes,PFL
306,Yes,PSDB
306,No,PT
306,Yes,PPB
306,No,PTB
306,No,PDT
306,No,PSB
306,No,PPS
306,No,PCdoB
306,No,PSTU
306,Yes,GOV.
306,Yes,MDB
306,Yes,PRONA
5975_2,Obstruction,PT
5975_2,Yes,PSDB
5975_2,Yes,PR
5975_2,Yes,PSD
5975_2,Yes,PSB
5975_2,Yes,DEM
5975_2,Yes,PRB
5975_2,Obstruction,PDT
5975_2,Yes,Solidaried
5975_2,Obstruction,PCdoB
5975_2,Yes,PPS
5975_2,Yes,PHS
5975_2,Yes,PROS
5975_2,Obstruction,PSOL
5975_2,Obstruction,REDE
5975_2,Yes,PMB
5975_2,Yes,PP
5975_2,Yes,PTB
5975_2,Yes,PSC
5975_2,Yes,MDB
5975_2,Yes,Patriota
5975_2,Yes,Podemos
5975_2,Yes,Avante
5975_2,Yes,PSL
5479,Yes,PT
5479,Yes,PSDB
5479,No,PSD
5479,Yes,PR
5479,No,PSB
5479,No,DEM
5479,Free,PDT
5479,No,Solidaried
5479,Yes,PCdoB
5479,Yes,PROS
5479,No,PPS
5479,Yes,PV
5479,Yes,PSOL
5479,Yes,GOV.
5479,No,MDB
5479,No,PP
5479,No,PTB
5479,No,PSC
5479,No,PHS
5479,No,Patriota
5479,Yes,PRB
5479,Yes,Podemos
5479,Yes,PMN
5479,Yes,PRP
5479,Yes,DC
5479,Yes,PRTB
5479,Yes,PTC
5479,Yes,PSL
5479,Yes,Avante
5513,No,PT
5513,Yes,PSDB
5513,Yes,PSD
5513,Yes,PR
5513,No,PSB
5513,Yes,DEM
5513,Free,PDT
5513,Yes,Solidaried
5513,No,PCdoB
5513,Yes,PROS
5513,Yes,PPS
5513,No,PV
5513,No,PSOL
5513,Yes,GOV.
5513,Yes,MDB
5513,Yes,PP
5513,Yes,PTB
5513,Yes,PSC
5513,Yes,PHS
5513,Yes,Patriota
5513,Yes,PRB
5513,Yes,Podemos
5513,Yes,PMN
5513,Yes,PRP
5513,Yes,DC
5513,Yes,PRTB
5513,Yes,PTC
5513,Yes,PSL
5513,Yes,Avante
5633_2,No,PT
5633_2,Yes,PSDB
5633_2,No,PR
5633_2,No,PSD
5633_2,No,PSB
5633_2,Yes,DEM
5633_2,No,PDT
5633_2,Yes,Solidaried
5633_2,No,PCdoB
5633_2,Yes,PPS
5633_2,Yes,PV
5633_2,No,PSOL
5633_2,No,GOV.
5633_2,Yes,MDB
5633_2,Yes,PP
5633_2,Yes,PTB
5633_2,Yes,PSC
5633_2,Yes,PHS
5633_2,Yes,Patriota
5633_2,No,PRB
5633_2,No,Podemos
5633_2,No,PMN
5633_2,No,PRP
5633_2,No,DC
5633_2,No,PRTB
5633_2,No,PTC
5633_2,No,PSL
5633_2,No,Avante
5097,No,PT
5097,No,MDB
5097,No,PSDB
5097,No,PSD
5097,No,PP
5097,No,PSB
5097,No,DEM
5097,No,Solidaried
5097,No,PDT
5097,No,PROS
5097,Obstruction,PTB
5097,No,PCdoB
5097,No,PSC
5097,No,PRB
5097,No,PV
5097,No,PPS
5097,No,PSOL
5097,No,PMN
5097,No,PR
5097,No,Avante
5097,No,PRP
5151,No,PT
5151,No,MDB
5151,Free,PSDB
5151,No,PSD
5151,Yes,DEM
5151,Yes,PSB
5151,Free,Solidaried
5151,Yes,PDT
5151,No,PTB
5151,Free,PCdoB
5151,No,PSC
5151,Free,PRB
5151,Free,PV
5151,Yes,PPS
5151,Free,PSOL
5151,No,PMN
5151,No,GOV.
5151,No,PP
5151,No,PROS
5151,Yes,PR
5151,Yes,Avante
5151,Yes,PRP
5160,No,PT
5160,Yes,MDB
5160,Yes,PSDB
5160,Yes,PSD
5160,Yes,DEM
5160,Free,PSB
5160,Yes,Solidaried
5160,Free,PDT
5160,Yes,PTB
5160,No,PCdoB
5160,Yes,PSC
5160,Yes,PRB
5160,Free,PV
5160,Yes,PPS
5160,No,PSOL
5160,Yes,PMN
5160,No,GOV.
5160,Yes,PP
5160,Yes,PROS
5160,Yes,PR
5160,Yes,Avante
5160,Yes,PRP
5633_3,Yes,PT
5633_3,Yes,PSDB
5633_3,Yes,PR
5633_3,Yes,PSD
5633_3,Yes,PSB
5633_3,Yes,DEM
5633_3,Yes,PDT
5633_3,Yes,Solidaried
5633_3,Yes,PCdoB
5633_3,Yes,PROS
5633_3,Yes,PPS
5633_3,Yes,PV
5633_3,Yes,PSOL
5633_3,Yes,GOV.
5633_3,Yes,MDB
5633_3,Yes,PP
5633_3,Yes,PTB
5633_3,Yes,PSC
5633_3,Yes,PHS
5633_3,Yes,Patriota
5633_3,Yes,PRB
5633_3,Yes,Podemos
5633_3,Yes,PMN
5633_3,Yes,PRP
5633_3,Yes,DC
5633_3,Yes,PRTB
5633_3,Yes,PTC
5633_3,Yes,PSL
5633_3,Yes,Avante
5654,Yes,PT
5654,Yes,PSDB
5654,Yes,PR
5654,Yes,PSD
5654,Yes,PSB
5654,Yes,DEM
5654,Yes,PDT
5654,Yes,Solidaried
5654,Yes,PCdoB
5654,Yes,PROS
5654,Yes,PPS
5654,Yes,PV
5654,Yes,PSOL
5654,Yes,GOV.
5654,Yes,MDB
5654,Yes,PP
5654,Yes,PTB
5654,Yes,PSC
5654,Yes,PHS
5654,Yes,Patriota
5654,Yes,PRB
5654,Yes,Podemos
5654,Yes,PMN
5654,Yes,PRP
5654,Yes,DC
5654,Yes,PRTB
5654,Yes,PTC
5654,Yes,PSL
5654,Yes,Avante
766,No,PT
766,Yes,PFL
766,No,MDB
766,Yes,PSDB
766,Yes,PPB
766,No,PTB
766,No,PL
766,No,PSB
766,No,PPS
766,No,PDT
766,No,PCdoB
766,Yes,PRONA
766,No,PV
766,No,GOV.
767,Yes,PT
767,No,PFL
767,Yes,MDB
767,Yes,PSDB
767,Free,PPB
767,Yes,PTB
767,Yes,PL
767,Yes,PSB
767,Yes,PPS
767,Yes,PDT
767,Yes,PCdoB
767,Yes,PRONA
767,Yes,PV
767,Yes,GOV.
768,No,PT
768,Obstruction,PFL
768,No,MDB
768,Obstruction,PSDB
768,Obstruction,PPB
768,Obstruction,PTB
768,Obstruction,PL
768,No,PSB
768,No,PPS
768,No,PDT
768,No,PCdoB
768,Obstruction,PRONA
768,No,GOV.
769,Yes,PT
769,No,PFL
769,Yes,MDB
769,No,PSDB
769,Yes,PPB
769,Yes,PTB
769,Yes,PL
769,Yes,PSB
769,Yes,PPS
769,Yes,PDT
769,Yes,PCdoB
769,Yes,PV
769,Yes,GOV.
769_2,Yes,PT
769_2,No,PFL
769_2,No,MDB
769_2,No,PSDB
769_2,Yes,PPB
769_2,Yes,PTB
769_2,Yes,PL
769_2,Yes,PSB
769_2,Yes,PPS
769_2,Yes,PDT
769_2,Yes,PCdoB
769_2,No,PRONA
769_2,No,PV
769_2,Yes,GOV.
770,Yes,PT
770,Obstruction,PFL
770,Yes,MDB
770,Obstruction,PSDB
770,Yes,PPB
770,Yes,PTB
770,Yes,PL
770,Yes,PSB
770,Yes,PPS
770,Yes,PDT
770,Yes,PCdoB
770,No,PRONA
770,Yes,PV
770,Yes,GOV.
784,Yes,PT
784,Yes,PFL
784,Yes,MDB
784,Yes,PSDB
784,Yes,PTB
784,No,PPB
784,Yes,PL
784,Yes,PSB
784,Yes,PPS
784,Yes,PDT
784,Yes,PCdoB
784,No,PRONA
784,Yes,PV
784,Yes,GOV.
889_2,No,PT
889_2,No,MDB
889_2,Obstruction,PFL
889_2,No,PTB
889_2,Obstruction,PSDB
889_2,No,PP
889_2,No,PPS
889_2,No,PSB
889_2,No,PDT
889_2,No,PCdoB
889_2,No,PV
889_2,Obstruction,PRONA
889_2,No,GOV.
889_2,No,PL
889_2,No,PSL
877,Yes,PT
877,Yes,MDB
877,Obstruction,PFL
877,Yes,PTB
877,Obstruction,PSDB
877,Yes,PP
877,Yes,PPS
877,Yes,PSB
877,Yes,PDT
877,Yes,PCdoB
877,Yes,PV
877,No,PRONA
877,Yes,GOV.
877,Yes,PL
877,Yes,PSL
879,No,PT
879,No,MDB
879,Obstruction,PFL
879,No,PTB
879,Obstruction,PSDB
879,No,PP
879,No,PPS
879,No,PSB
879,No,PDT
879,No,PCdoB
879,No,PV
879,Obstruction,PRONA
879,No,GOV.
879,No,PL
879,No,PSL
879_2,Yes,PT
879_2,Yes,MDB
879_2,Obstruction,PFL
879_2,Yes,PTB
879_2,Obstruction,PSDB
879_2,Yes,PP
879_2,Yes,PPS
879_2,Yes,PSB
879_2,Yes,PDT
879_2,Yes,PCdoB
879_2,Yes,PSC
879_2,Yes,PV
879_2,Obstruction,PRONA
879_2,Yes,GOV.
879_2,Yes,PL
879_2,Yes,PSL
880_2,Yes,PT
880_2,Yes,MDB
880_2,No,PFL
880_2,Yes,PTB
880_2,No,PSDB
880_2,Free,PP
880_2,Yes,PPS
880_2,Yes,PSB
880_2,Yes,PDT
880_2,Yes,PCdoB
880_2,Yes,PSC
880_2,Yes,PV
880_2,No,PRONA
880_2,Yes,GOV.
880_2,Yes,PL
880_2,Yes,PSL
2826,Yes,PT
2826,Yes,MDB
2826,Free,PFL
2826,Yes,PP
2826,Yes,PSDB
2826,Yes,PL
2826,Yes,PTB
2826,Yes,PSB
2826,No,PPS
2826,No,PDT
2826,Yes,PCdoB
2826,No,PV
2826,Yes,GOV.
2827,Yes,PT
2827,Yes,MDB
2827,Yes,PFL
2827,Yes,PP
2827,Yes,PSDB
2827,Yes,PL
2827,Yes,PTB
2827,Yes,PSB
2827,Yes,PPS
2827,Yes,PDT
2827,Yes,PCdoB
2827,Yes,PV
2827,Yes,PRONA
2827,Yes,GOV.
2845,Yes,MDB
2845,No,PT
2845,Yes,PFL
2845,Yes,PP
2845,Yes,PSDB
2845,Yes,PTB
2845,Yes,PL
2845,Yes,PSB
2845,Yes,PDT
2845,Yes,PPS
2845,Yes,PCdoB
2845,Yes,PV
2845,No,PSOL
2845,Free,GOV.
3585_2,Yes,PT
3585_2,Yes,PSDB
3585_2,No,DEM
3585_2,Yes,PR
3585_2,Yes,PP
3585_2,Yes,PTB
3585_2,Yes,PPS
3585_2,Yes,PV
3585_2,Yes,PSC
3585_2,No,PSOL
3585_2,Yes,MDB
3585_2,Yes,PTC
3585_2,Yes,PSB
3585_2,Yes,PDT
3585_2,Yes,PCdoB
3585_2,Yes,PMN
3585_2,Yes,PRB
3579,Obstruction,PT
3579,Obstruction,PSDB
3579,Obstruction,DEM
3579,Obstruction,PR
3579,Obstruction,PP
3579,Obstruction,PTB
3579,Yes,PPS
3579,Obstruction,PV
3579,Obstruction,PSC
3579,No,PSOL
3579,Obstruction,PHS
3579,Obstruction,MDB
3579,Obstruction,PTC
3579,Obstruction,PSB
3579,Obstruction,PDT
3579,Obstruction,PCdoB
3579,Obstruction,PMN
3579,Obstruction,PRB
3577_2,No,PT
3577_2,Obstruction,PSDB
3577_2,Obstruction,DEM
3577_2,No,PR
3577_2,No,PP
3577_2,No,PTB
3577_2,Obstruction,PPS
3577_2,No,PV
3577_2,No,PSC
3577_2,Yes,PSOL
3577_2,No,MDB
3577_2,No,PTC
3577_2,No,PSB
3577_2,No,PDT
3577_2,No,PCdoB
3577_2,No,PMN
3577_2,No,PRB
3578,No,PT
3578,Obstruction,PSDB
3578,Obstruction,DEM
3578,No,PR
3578,No,PP
3578,No,PTB
3578,Obstruction,PPS
3578,No,PV
3578,No,PSC
3578,No,PSOL
3578,No,GOV.
3578,No,MDB
3578,No,PTC
3578,No,PSB
3578,No,PDT
3578,No,PCdoB
3578,No,PMN
3578,No,PRB
3578_2,Yes,PT
3578_2,Obstruction,PSDB
3578_2,Obstruction,DEM
3578_2,Yes,PR
3578_2,Yes,PP
3578_2,Yes,PTB
3578_2,Obstruction,PPS
3578_2,Yes,PV
3578_2,Yes,PSC
3578_2,Yes,PSOL
3578_2,Yes,PHS
3578_2,Yes,MDB
3578_2,Yes,PTC
3578_2,Yes,PSB
3578_2,Yes,PDT
3578_2,Yes,PCdoB
3578_2,Yes,PMN
3578_2,Yes,PRB
3607_3,Yes,PT
3607_3,No,PSDB
3607_3,No,DEM
3607_3,Yes,PR
3607_3,Yes,PP
3607_3,Yes,PTB
3607_3,Yes,PV
3607_3,No,PPS
3607_3,Yes,PSC
3607_3,No,PSOL
3607_3,Yes,PHS
3607_3,Yes,GOV.
3607_3,Yes,MDB
3607_3,Yes,PTC
3607_3,Yes,PSB
3607_3,Yes,PDT
3607_3,Yes,PCdoB
3607_3,Yes,PMN
3607_3,Yes,PRB
3599,Obstruction,PT
3599,Obstruction,PSDB
3599,Obstruction,DEM
3599,Obstruction,PR
3599,Obstruction,PP
3599,Obstruction,PTB
3599,Obstruction,PPS
3599,Obstruction,PV
3599,Obstruction,PSC
3599,No,PSOL
3599,Obstruction,MDB
3599,Obstruction,PTC
3599,Obstruction,PSB
3599,Obstruction,PDT
3599,Obstruction,PCdoB
3599,Obstruction,PMN
3599,Obstruction,PRB
3588_2,No,PT
3588_2,Obstruction,PSDB
3588_2,Obstruction,DEM
3588_2,No,PR
3588_2,Free,PP
3588_2,No,PTB
3588_2,Obstruction,PPS
3588_2,No,PV
3588_2,No,PSC
3588_2,Yes,PSOL
3588_2,No,GOV.
3588_2,No,MDB
3588_2,No,PTC
3588_2,No,PSB
3588_2,No,PDT
3588_2,No,PCdoB
3588_2,No,PMN
3588_2,No,PRB
3608,Yes,PT
3608,Yes,PSDB
3608,No,DEM
3608,Yes,PR
3608,Yes,PP
3608,Yes,PTB
3608,Yes,PV
3608,Yes,PPS
3608,Yes,PSC
3608,No,PSOL
3608,Yes,PHS
3608,Yes,GOV.
3608,Yes,MDB
3608,Yes,PTC
3608,Yes,PSB
3608,Yes,PDT
3608,Yes,PCdoB
3608,Yes,PMN
3608,Yes,PRB
3608_2,No,PT
3608_2,Yes,PSDB
3608_2,Yes,DEM
3608_2,No,PR
3608_2,No,PP
3608_2,No,PTB
3608_2,No,PV
3608_2,Yes,PPS
3608_2,No,PSC
3608_2,Yes,PSOL
3608_2,No,GOV.
3608_2,No,MDB
3608_2,No,PTC
3608_2,No,PSB
3608_2,No,PDT
3608_2,No,PCdoB
3608_2,No,PMN
3608_2,No,PRB
3616,Yes,PT
3616,No,PSDB
3616,Obstruction,DEM
3616,Yes,PR
3616,Yes,PP
3616,Yes,PTB
3616,Yes,PV
3616,Obstruction,PPS
3616,Yes,PSC
3616,No,PSOL
3616,Yes,GOV.
3616,Yes,MDB
3616,Yes,PTC
3616,Yes,PSB
3616,Yes,PDT
3616,Yes,PCdoB
3616,Yes,PMN
3616,Yes,PRB
3585_3,No,PT
3585_3,Obstruction,PSDB
3585_3,Obstruction,DEM
3585_3,No,PR
3585_3,No,PP
3585_3,No,PTB
3585_3,Obstruction,PPS
3585_3,No,PV
3585_3,No,PSC
3585_3,Yes,PSOL
3585_3,No,GOV.
3585_3,No,MDB
3585_3,No,PTC
3585_3,No,PSB
3585_3,No,PDT
3585_3,No,PCdoB
3585_3,No,PMN
3585_3,No,PRB
3604_2,Yes,PT
3604_2,No,PSDB
3604_2,No,DEM
3604_2,Yes,PR
3604_2,Yes,PP
3604_2,Yes,PTB
3604_2,Yes,PV
3604_2,No,PPS
3604_2,No,PSOL
3604_2,Yes,GOV.
3604_2,Yes,MDB
3604_2,Yes,PTC
3604_2,Yes,PSB
3604_2,Yes,PDT
3604_2,Yes,PCdoB
3604_2,Yes,PMN
3604_2,Yes,PRB
3614,Obstruction,PT
3614,Obstruction,PSDB
3614,Obstruction,DEM
3614,Obstruction,PR
3614,Obstruction,PP
3614,Obstruction,PTB
3614,Obstruction,PV
3614,Obstruction,PPS
3614,Obstruction,PSC
3614,Obstruction,PSOL
3614,Obstruction,PHS
3614,Obstruction,MDB
3614,Obstruction,PTC
3614,Obstruction,PSB
3614,Obstruction,PDT
3614,Obstruction,PCdoB
3614,Obstruction,PMN
3614,Obstruction,PRB
3615,Yes,PT
3615,No,PSDB
3615,No,DEM
3615,Yes,PR
3615,Yes,PP
3615,Yes,PTB
3615,Yes,PV
3615,No,PPS
3615,Yes,PSC
3615,No,PSOL
3615,Yes,GOV.
3615,Yes,MDB
3615,Yes,PTC
3615,Free,PSB
3615,Free,PDT
3615,Free,PCdoB
3615,Free,PMN
3615,Free,PRB
4578,No,PT
4578,No,MDB
4578,Yes,PSDB
4578,No,PSD
4578,No,PP
4578,Yes,DEM
4578,No,PDT
4578,No,PTB
4578,No,PSC
4578,No,PRB
4578,Yes,PSOL
4578,No,GOV.
4578,No,PR
4578,No,Avante
4578,No,PRP
4578,No,PHS
4578,No,PTC
4578,No,PSL
4578,No,PRTB
4578,No,PSB
4578,No,PCdoB
4578,Free,PV
4578,Free,PPS
4577,No,PT
4577,Yes,MDB
4577,No,PSDB
4577,Yes,PSD
4577,No,PP
4577,Yes,DEM
4577,No,PDT
4577,Yes,PTB
4577,Yes,PSC
4577,No,PRB
4577,No,PSOL
4577,No,GOV.
4577,Yes,PR
4577,Yes,Avante
4577,Yes,PRP
4577,Yes,PHS
4577,Yes,PTC
4577,Yes,PSL
4577,Yes,PRTB
4577,No,PSB
4577,No,PCdoB
4577,No,PV
4577,No,PPS
283,Yes,PFL
283,Yes,PSDB
283,No,PT
283,Yes,PPB
283,Yes,PTB
283,No,PDT
283,No,PSB
283,No,PPS
283,Free,PL
283,No,PCdoB
283,Yes,GOV.
283,Yes,MDB
283,Yes,PRONA
326,Yes,PFL
326,Yes,PSDB
326,Yes,MDB
326,No,PT
326,Yes,PPB
326,Yes,PTB
326,No,PDT
326,No,PPS
326,No,PV
326,Yes,GOV.
326,No,PSB
326,No,PCdoB
326,Yes,PL
326,Yes,PST
326,Yes,PSL
326,Yes,PMN
326,Yes,PSD
6111_4,No,PT
6111_4,Yes,PR
6111_4,No,PDT
6111_4,No,PCdoB
6111_4,Yes,PSC
6111_4,Yes,PPS
6111_4,No,PSOL
6111_4,Yes,REDE
6111_4,Yes,Patriota
6111_4,No,PMB
6111_4,Yes,GOV.
6111_4,Yes,MDB
6111_4,Yes,PSDB
6111_4,Yes,PP
6111_4,Yes,PTB
6111_4,Yes,Solidaried
6111_4,Yes,PROS
849,Yes,PT
849,Yes,MDB
849,Yes,PFL
849,Yes,PTB
849,Yes,PSDB
849,Yes,PP
849,Yes,PPS
849,Yes,PSB
849,No,PDT
849,Yes,PCdoB
849,Yes,PRONA
849,Yes,PV
849,Yes,GOV.
849,Yes,PL
849,Yes,PSL
16309,Yes,MDB
16309,Obstruction,PT
16309,Yes,PSDB
16309,Yes,PR
16309,Yes,PSD
16309,Yes,PSB
16309,Yes,DEM
16309,Yes,PRB
16309,No,PDT
16309,Yes,Solidaried
16309,Obstruction,PCdoB
16309,Yes,PSC
16309,Yes,PPS
16309,Obstruction,PHS
16309,Yes,PV
16309,Obstruction,PSOL
16309,Obstruction,REDE
16309,Yes,Patriota
16309,Yes,GOV.
16309,Yes,PP
16309,Yes,Avante
16309,Yes,PTB
16309,Yes,PROS
16309,Yes,PSL
16316,Yes,MDB
16316,Obstruction,PT
16316,Yes,PSDB
16316,Yes,PR
16316,Yes,PSD
16316,Yes,PSB
16316,Yes,DEM
16316,Yes,PRB
16316,Obstruction,PDT
16316,No,Podemos
16316,Yes,Solidaried
16316,Obstruction,PCdoB
16316,Yes,PSC
16316,No,PPS
16316,No,PHS
16316,Yes,PV
16316,Obstruction,PSOL
16316,Obstruction,REDE
16316,Yes,Patriota
16316,Yes,GOV.
16316,Yes,PP
16316,Yes,Avante
16316,Yes,PTB
16316,Yes,PROS
16316,Yes,PSL
691,No,PFL
691,No,PSDB
691,No,MDB
691,Yes,PT
691,No,PPB
691,Yes,PTB
691,Yes,PDT
691,Yes,PPS
691,Yes,PSB
691,Yes,PCdoB
691,Yes,PL
691,Yes,PSL
4920_3,Obstruction,PT
4920_3,Obstruction,MDB
4920_3,Obstruction,PSDB
4920_3,Obstruction,PSD
4920_3,Obstruction,PP
4920_3,Obstruction,DEM
4920_3,Obstruction,PSB
4920_3,Obstruction,PDT
4920_3,Obstruction,PTB
4920_3,Obstruction,PSC
4920_3,Obstruction,PCdoB
4920_3,Obstruction,PPS
4920_3,Obstruction,PV
4920_3,Obstruction,PRB
4920_3,No,PSOL
4920_3,Obstruction,PMN
4920_3,Obstruction,Patriota
4920_3,No,GOV.
4920_3,Obstruction,PR
4920_3,Obstruction,Avante
4920_3,Obstruction,PRP
4920_3,Obstruction,PHS
4920_3,Obstruction,PTC
4920_3,Obstruction,PSL
4920_3,Obstruction,PRTB
4969_2,No,PT
4969_2,Yes,MDB
4969_2,Yes,PSDB
4969_2,Yes,PSD
4969_2,Free,PP
4969_2,Yes,DEM
4969_2,Yes,PSB
4969_2,Yes,PDT
4969_2,Yes,PTB
4969_2,Yes,PSC
4969_2,No,PCdoB
4969_2,Yes,PPS
4969_2,Yes,PV
4969_2,Yes,PRB
4969_2,No,PSOL
4969_2,Yes,PMN
4969_2,Yes,Patriota
4969_2,No,GOV.
4969_2,Yes,PR
4969_2,Yes,Avante
4969_2,Yes,PRP
4969_2,Yes,PHS
4969_2,Yes,PSL
4969_2,Yes,PRTB
5605,Yes,PT
5605,No,PSDB
5605,No,PR
5605,No,PSD
5605,Yes,PSB
5605,No,DEM
5605,Free,PDT
5605,No,Solidaried
5605,No,PROS
5605,Yes,PCdoB
5605,Yes,PPS
5605,Yes,PV
5605,Yes,PSOL
5605,No,MDB
5605,No,PP
5605,No,PTB
5605,No,PSC
5605,No,PHS
5605,No,Patriota
5605,Free,PRB
5605,Free,Podemos
5605,Free,PMN
5605,Free,PRP
5605,Free,DC
5605,Free,PRTB
5605,Free,PTC
5605,Free,PSL
5605,Free,Avante
5605_2,Yes,PT
5605_2,Yes,PSDB
5605_2,No,PR
5605_2,Yes,PSD
5605_2,Yes,PSB
5605_2,No,DEM
5605_2,Yes,PDT
5605_2,No,Solidaried
5605_2,Free,PROS
5605_2,No,PCdoB
5605_2,No,PPS
5605_2,No,PV
5605_2,No,PSOL
5605_2,Free,GOV.
5605_2,Yes,MDB
5605_2,Yes,PP
5605_2,Yes,PTB
5605_2,Yes,PSC
5605_2,Yes,PHS
5605_2,Yes,Patriota
5605_2,No,PRB
5605_2,No,Podemos
5605_2,No,PMN
5605_2,No,PRP
5605_2,No,DC
5605_2,No,PRTB
5605_2,No,PTC
5605_2,No,PSL
5605_2,No,Avante
5605_3,No,PT
5605_3,Yes,PSDB
5605_3,Yes,PR
5605_3,Yes,PSD
5605_3,No,PSB
5605_3,Yes,DEM
5605_3,No,PDT
5605_3,Yes,Solidaried
5605_3,Yes,PROS
5605_3,No,PCdoB
5605_3,No,PPS
5605_3,No,PV
5605_3,No,PSOL
5605_3,Free,GOV.
5605_3,Yes,MDB
5605_3,Yes,PP
5605_3,Yes,PTB
5605_3,Yes,PSC
5605_3,Yes,PHS
5605_3,Yes,Patriota
5605_3,Yes,PRB
5605_3,Yes,Podemos
5605_3,Yes,PMN
5605_3,Yes,PRP
5605_3,Yes,DC
5605_3,Yes,PRTB
5605_3,Yes,PTC
5605_3,Yes,PSL
5605_3,Yes,Avante
5606,Yes,PT
5606,No,PSDB
5606,No,PR
5606,No,PSD
5606,No,PSB
5606,No,DEM
5606,Yes,PDT
5606,No,Solidaried
5606,No,PROS
5606,Yes,PCdoB
5606,Yes,PPS
5606,Yes,PV
5606,Yes,PSOL
5606,No,MDB
5606,No,PP
5606,No,PTB
5606,No,PSC
5606,No,PHS
5606,No,Patriota
5606,Yes,PRB
5606,Yes,Podemos
5606,Yes,PMN
5606,Yes,PRP
5606,Yes,DC
5606,Yes,PRTB
5606,Yes,PTC
5606,Yes,PSL
5606,Yes,Avante
5605_4,No,PT
5605_4,Yes,PSDB
5605_4,Yes,PR
5605_4,Free,PSD
5605_4,Yes,PSB
5605_4,Free,DEM
5605_4,No,PDT
5605_4,No,Solidaried
5605_4,Yes,PROS
5605_4,No,PCdoB
5605_4,Yes,PPS
5605_4,No,PV
5605_4,No,PSOL
5605_4,Free,MDB
5605_4,Free,PP
5605_4,Free,PTB
5605_4,Free,PSC
5605_4,Free,PHS
5605_4,Free,Patriota
5605_4,No,PRB
5605_4,No,Podemos
5605_4,No,PMN
5605_4,No,PRP
5605_4,No,DC
5605_4,No,PRTB
5605_4,No,PTC
5605_4,No,PSL
5605_4,No,Avante
5606_2,No,PT
5606_2,Yes,PSDB
5606_2,Yes,PR
5606_2,Yes,PSD
5606_2,Yes,PSB
5606_2,Yes,DEM
5606_2,No,PDT
5606_2,Free,Solidaried
5606_2,Yes,PROS
5606_2,No,PCdoB
5606_2,No,PPS
5606_2,No,PV
