session_code,line,party
4586,Yes,PV
4586,Yes,PPS
6019,No,PT
6019,Yes,PSDB
6019,Yes,PR
6019,Yes,PSD
6019,Yes,PSB
6019,Yes,DEM
6019,Yes,PRB
6019,No,PDT
6019,Yes,Solidaried
6019,No,PCdoB
6019,Yes,PPS
6019,Yes,PHS
6019,Yes,PROS
6019,Yes,PV
6019,No,PSOL
6019,No,REDE
6019,No,PMB
6019,Yes,GOV.
6019,Yes,PP
6019,Yes,PTB
6019,Yes,PSC
6019,Yes,MDB
6019,Yes,Patriota
6019,Yes,Podemos
6019,Yes,Avante
6019,Yes,PSL
6019_2,Obstruction,PT
6019_2,No,PSDB
6019_2,No,PR
6019_2,No,PSD
6019_2,No,PSB
6019_2,No,DEM
6019_2,No,PRB
6019_2,Obstruction,PDT
6019_2,No,Solidaried
6019_2,Obstruction,PCdoB
6019_2,No,PPS
6019_2,No,PHS
6019_2,No,PV
6019_2,Obstruction,PSOL
6019_2,Obstruction,REDE
6019_2,No,GOV.
6019_2,No,PP
6019_2,No,PTB
6019_2,No,PSC
6019_2,No,MDB
6019_2,No,Patriota
6019_2,No,Podemos
6019_2,No,Avante
6019_2,No,PSL
6054,Yes,PT
6054,No,PSDB
6054,No,PR
6054,No,PSD
6054,No,PSB
6054,No,DEM
6054,No,PRB
6054,Yes,PDT
6054,No,Solidaried
6054,Yes,PCdoB
6054,Yes,PPS
6054,No,PHS
6054,No,PROS
6054,Yes,PSOL
6054,No,PV
6054,Yes,REDE
6054,Yes,PMB
6054,No,PRP
6054,No,GOV.
6054,No,PP
6054,No,PTB
6054,No,PSC
6054,No,MDB
6054,No,Patriota
6054,No,Podemos
6054,No,Avante
6054,No,PSL
6017,Obstruction,PT
6017,No,PSDB
6017,No,PR
6017,No,PSD
6017,No,PSB
6017,No,DEM
6017,No,PRB
6017,Obstruction,PDT
6017,No,Solidaried
6017,Obstruction,PCdoB
6017,No,PPS
6017,No,PHS
6017,No,PV
6017,Obstruction,PSOL
6017,Obstruction,REDE
6017,No,PP
6017,No,PTB
6017,No,PSC
6017,No,MDB
6017,No,Patriota
6017,No,Podemos
6017,No,Avante
6017,No,PSL
6019_3,Obstruction,PT
6019_3,No,PSDB
6019_3,No,PR
6019_3,No,PSD
6019_3,No,PSB
6019_3,No,DEM
6019_3,No,PRB
6019_3,Obstruction,PDT
6019_3,No,Solidaried
6019_3,Obstruction,PCdoB
6019_3,No,PPS
6019_3,Obstruction,PSOL
6019_3,Obstruction,REDE
6019_3,Yes,PMB
6019_3,No,GOV.
6019_3,No,PP
6019_3,No,PTB
6019_3,No,PSC
6019_3,No,MDB
6019_3,No,Patriota
6019_3,No,Podemos
6019_3,No,Avante
6019_3,No,PSL
6041,Obstruction,PT
6041,No,PSDB
6041,No,PR
6041,No,PSD
6041,No,PSB
6041,No,DEM
6041,No,PRB
6041,Obstruction,PDT
6041,No,Solidaried
6041,Obstruction,PCdoB
6041,No,PPS
6041,No,PHS
6041,Obstruction,PSOL
6041,Obstruction,REDE
6041,Yes,PMB
6041,No,GOV.
6041,No,PP
6041,No,PTB
6041,No,PSC
6041,No,MDB
6041,No,Patriota
6041,No,Podemos
6041,No,Avante
6041,No,PSL
6041_2,Yes,PT
6041_2,No,PSDB
6041_2,No,PR
6041_2,No,PSD
6041_2,No,PSB
6041_2,No,DEM
6041_2,No,PRB
6041_2,Yes,PDT
6041_2,No,Solidaried
6041_2,Yes,PCdoB
6041_2,No,PPS
6041_2,No,PHS
6041_2,No,PROS
6041_2,Yes,PSOL
6041_2,No,PV
6041_2,Yes,REDE
6041_2,Yes,PMB
6041_2,No,PRP
6041_2,No,GOV.
6041_2,No,PP
6041_2,No,PTB
6041_2,No,PSC
6041_2,No,MDB
6041_2,No,Patriota
6041_2,No,Podemos
6041_2,No,Avante
6041_2,No,PSL
6041_3,Obstruction,PT
6041_3,No,PSDB
6041_3,No,PR
6041_3,No,PSD
6041_3,No,PSB
6041_3,No,DEM
6041_3,No,PRB
6041_3,Obstruction,PDT
6041_3,No,Solidaried
6041_3,Obstruction,PCdoB
6041_3,No,PPS
6041_3,No,PHS
6041_3,No,PROS
6041_3,Obstruction,PSOL
6041_3,No,PV
6041_3,Obstruction,REDE
6041_3,Yes,PMB
6041_3,No,PRP
6041_3,No,GOV.
6041_3,No,PP
6041_3,No,PTB
6041_3,No,PSC
6041_3,No,MDB
6041_3,No,Patriota
6041_3,No,Podemos
6041_3,No,Avante
6041_3,No,PSL
5043,No,PT
5043,No,MDB
5043,Yes,PSDB
5043,Yes,PSD
5043,No,PP
5043,Yes,DEM
5043,Obstruction,PDT
5043,Obstruction,PSB
5043,Obstruction,PTB
5043,Yes,PSC
5043,No,PCdoB
5043,Yes,PPS
5043,Yes,PV
5043,Obstruction,PRB
5043,Yes,PSOL
5043,Yes,PMN
5043,No,Patriota
5043,No,GOV.
5043,No,PR
5043,No,Avante
5043,No,PRP
5043,No,PHS
5043,No,PSL
5043,No,PRTB
2840,Yes,MDB
2840,Yes,PT
2840,No,PFL
2840,No,PP
2840,No,PSDB
2840,Yes,PTB
2840,No,PL
2840,Yes,PSB
2840,Yes,PDT
2840,Yes,PPS
2840,Yes,PCdoB
2840,Yes,PSOL
2840,Yes,PRONA
2840,Yes,GOV.
5657_2,No,PT
5657_2,Yes,PSDB
5657_2,No,PR
5657_2,Free,PSD
5657_2,No,PSB
5657_2,Yes,DEM
5657_2,Free,PDT
5657_2,No,Solidaried
5657_2,No,PCdoB
5657_2,No,PROS
5657_2,No,PPS
5657_2,Yes,PV
5657_2,No,PSOL
5657_2,No,GOV.
5657_2,Free,MDB
5657_2,Free,PP
5657_2,Free,PTB
5657_2,Free,PSC
5657_2,Free,PHS
5657_2,Free,Patriota
5657_2,No,PRB
5657_2,No,Podemos
5657_2,No,PMN
5657_2,No,PRP
5657_2,No,DC
5657_2,No,PRTB
5657_2,No,PTC
5657_2,No,PSL
5657_2,No,Avante
5657_3,No,PT
5657_3,Yes,PSDB
5657_3,No,PR
5657_3,Free,PSD
5657_3,No,PSB
5657_3,Yes,DEM
5657_3,Free,PDT
5657_3,No,Solidaried
5657_3,No,PCdoB
5657_3,No,PROS
5657_3,No,PPS
5657_3,Yes,PV
5657_3,No,PSOL
5657_3,No,GOV.
5657_3,Free,MDB
5657_3,Free,PP
5657_3,Free,PTB
5657_3,Free,PSC
5657_3,Free,PHS
5657_3,Free,Patriota
5657_3,No,PRB
5657_3,No,Podemos
5657_3,No,PMN
5657_3,No,PRP
5657_3,No,DC
5657_3,No,PRTB
5657_3,No,PTC
5657_3,No,PSL
5657_3,No,Avante
778,Yes,PT
778,Yes,PFL
778,Yes,MDB
778,Yes,PSDB
778,Yes,PTB
778,Yes,PPB
778,Yes,PL
778,Yes,PSB
778,Yes,PPS
778,Yes,PDT
778,Yes,PCdoB
778,Yes,PRONA
778,Yes,PV
778,Yes,GOV.
16193,No,MDB
16193,Yes,PT
16193,No,PSDB
16193,No,PR
16193,No,PSD
16193,No,PSB
16193,No,DEM
16193,No,PRB
16193,Yes,PDT
16193,No,Solidaried
16193,Obstruction,PCdoB
16193,No,PSC
16193,No,PPS
16193,No,PHS
16193,Obstruction,PSOL
16193,No,PV
16193,Obstruction,REDE
16193,No,Patriota
16193,Obstruction,PMB
16193,No,GOV.
16193,No,PP
16193,No,Podemos
16193,No,Avante
16193,No,PTB
16193,No,PROS
16193,No,PSL
16190,No,MDB
16190,Yes,PT
16190,No,PSDB
16190,No,PR
16190,No,PSD
16190,No,PSB
16190,No,DEM
16190,No,PRB
16190,Yes,PDT
16190,No,Solidaried
16190,Yes,PCdoB
16190,No,PSC
16190,No,PPS
16190,Obstruction,PSOL
16190,No,PV
16190,Obstruction,REDE
16190,No,Patriota
16190,Obstruction,PMB
16190,No,GOV.
16190,No,PP
16190,No,Podemos
16190,No,Avante
16190,No,PTB
16190,No,PROS
16190,No,PSL
16192,No,MDB
16192,Yes,PT
16192,No,PSDB
16192,No,PR
16192,No,PSD
16192,No,PSB
16192,No,DEM
16192,No,PRB
16192,No,PDT
16192,No,Solidaried
16192,Obstruction,PCdoB
16192,No,PSC
16192,No,PPS
16192,No,PHS
16192,Obstruction,PSOL
16192,No,PV
16192,Obstruction,REDE
16192,No,Patriota
16192,Yes,PMB
16192,No,GOV.
16192,No,PP
16192,No,Podemos
16192,No,Avante
16192,No,PTB
16192,No,PROS
16192,No,PSL
16193_2,Yes,MDB
16193_2,No,PT
16193_2,Yes,PSDB
16193_2,Yes,PR
16193_2,Yes,PSD
16193_2,Free,PSB
16193_2,Yes,DEM
16193_2,Yes,PRB
16193_2,No,PDT
16193_2,Yes,Solidaried
16193_2,Obstruction,PCdoB
16193_2,Yes,PSC
16193_2,Yes,PPS
16193_2,Yes,PHS
16193_2,Obstruction,PSOL
16193_2,Yes,PV
16193_2,Obstruction,REDE
16193_2,Yes,Patriota
16193_2,No,PMB
16193_2,Yes,GOV.
16193_2,Yes,PP
16193_2,Yes,Podemos
16193_2,Yes,Avante
16193_2,Yes,PTB
16193_2,Yes,PROS
16193_2,Yes,PSL
423,Yes,PFL
423,Yes,PSDB
423,Yes,MDB
423,Yes,PT
423,Yes,PPB
423,Yes,PTB
423,Yes,PDT
423,Yes,PPS
423,Yes,GOV.
423,Yes,PSB
423,Yes,PCdoB
423,Yes,PL
423,Yes,PST
423,Yes,PSL
4609,No,PT
4609,No,MDB
4609,Yes,PSDB
4609,No,PSD
4609,No,PP
4609,Yes,PSB
4609,Yes,DEM
4609,Yes,PDT
4609,Yes,PTB
4609,Yes,PSC
4609,No,PCdoB
4609,Free,PRB
4609,Yes,PSOL
4609,Yes,PMN
4609,No,GOV.
4609,Yes,PR
4609,Yes,Avante
4609,Yes,PRP
4609,Yes,PHS
4609,Yes,PTC
4609,Yes,PSL
4609,Yes,PRTB
4609,Yes,PV
4609,Yes,PPS
576_3,Yes,PSDB
576_3,No,MDB
576_3,No,PT
576_3,Yes,PPB
576_3,Yes,PTB
576_3,Yes,GOV.
576_3,Yes,PFL
576_3,Yes,PST
576_3,No,PDT
576_3,No,PPS
576_3,No,PSB
576_3,No,PCdoB
576_3,No,PL
576_3,No,PSL
5099,Free,PT
5099,Free,MDB
5099,Free,PSDB
5099,Yes,PSD
5099,Yes,PSB
5099,Free,DEM
5099,Free,Solidaried
5099,Obstruction,PDT
5099,Free,PTB
5099,Free,PCdoB
5099,Yes,PSC
5099,Free,PRB
5099,Free,PV
5099,Free,PPS
5099,Free,PSOL
5099,Yes,PMN
5099,Free,PP
5099,Free,PROS
5099,Yes,PR
5099,Yes,Avante
5099,Yes,PRP
3417_2,Yes,PT
3417_2,No,DEM
3417_2,No,PSDB
3417_2,Yes,PR
3417_2,Yes,PP
3417_2,Yes,PTB
3417_2,Yes,PV
3417_2,No,PPS
3417_2,No,PSOL
3417_2,Yes,GOV.
3417_2,Yes,MDB
3417_2,Yes,PSC
3417_2,Yes,PTC
3417_2,Yes,PSB
3417_2,Yes,PDT
3417_2,Yes,PCdoB
3417_2,Yes,PMN
3417_2,Yes,PRB
4292,Obstruction,PT
4292,Obstruction,MDB
4292,No,PSDB
4292,No,DEM
4292,Obstruction,PP
4292,Obstruction,PDT
4292,Obstruction,PSC
4292,Obstruction,PMN
4292,Obstruction,PSOL
4292,Obstruction,GOV.
4292,Obstruction,PSB
4292,Obstruction,PTB
4292,Obstruction,PCdoB
4292,Obstruction,PR
4292,Obstruction,PRB
4292,Obstruction,Avante
4292,Obstruction,PRTB
4292,Obstruction,PRP
4292,Obstruction,PHS
4292,Obstruction,PTC
4292,Obstruction,PSL
4292,Obstruction,PV
4292,Obstruction,PPS
4305,Yes,PT
4305,Yes,MDB
4305,Yes,PSDB
4305,Yes,DEM
4305,Yes,PP
4305,Yes,PDT
4305,Yes,PSC
4305,Yes,PMN
4305,No,PSOL
4305,Yes,GOV.
4305,Yes,PSB
4305,Yes,PTB
4305,Yes,PCdoB
4305,Yes,PR
4305,Yes,PRB
4305,Yes,Avante
4305,Yes,PRTB
4305,Yes,PRP
4305,Yes,PHS
4305,Yes,PTC
4305,Yes,PSL
4305,No,PV
4305,No,PPS
4305_2,No,PT
4305_2,Yes,MDB
4305_2,Yes,PSDB
4305_2,Yes,DEM
4305_2,Yes,PP
4305_2,Yes,PDT
4305_2,Yes,PSC
4305_2,Free,PMN
4305_2,No,PSOL
4305_2,No,GOV.
4305_2,Free,PSB
4305_2,Free,PTB
4305_2,Free,PCdoB
4305_2,No,PR
4305_2,No,PRB
4305_2,No,Avante
4305_2,No,PRTB
4305_2,No,PRP
4305_2,No,PHS
4305_2,No,PTC
4305_2,No,PSL
4305_2,No,PV
4305_2,No,PPS
4596,Yes,PT
4596,No,MDB
4596,No,PSDB
4596,No,PSD
4596,Free,PP
4596,No,DEM
4596,Free,PDT
4596,No,PTB
4596,No,PSC
4596,Yes,PRB
4596,Yes,PSOL
4596,Yes,GOV.
4596,No,PR
4596,No,Avante
4596,No,PRP
4596,No,PHS
4596,No,PTC
4596,No,PSL
4596,No,PRTB
4596,Yes,PSB
4596,Yes,PCdoB
4596,Yes,PV
4596,Yes,PPS
4595,Yes,PT
4595,No,MDB
4595,No,PSDB
4595,No,PSD
4595,Free,PP
4595,No,DEM
4595,No,PDT
4595,No,PTB
4595,No,PSC
4595,Yes,PRB
4595,Yes,PSOL
4595,Yes,GOV.
4595,No,PR
4595,No,Avante
4595,No,PRP
4595,No,PHS
4595,No,PTC
4595,No,PSL
4595,No,PRTB
4595,Free,PSB
4595,Free,PCdoB
4595,Yes,PV
4595,Yes,PPS
5203,Yes,PT
5203,Yes,MDB
5203,Yes,PSDB
5203,Yes,PSD
5203,Yes,DEM
5203,Yes,PSB
5203,Yes,Solidaried
5203,Yes,PTB
5203,Yes,PDT
5203,Yes,PCdoB
5203,Yes,PSC
5203,Yes,PRB
5203,Yes,PV
5203,Yes,PPS
5203,Yes,PSOL
5203,Yes,PMN
5203,Yes,GOV.
5203,Yes,PP
5203,Yes,PROS
5203,Yes,PR
5203,Yes,Avante
5203,Yes,PRP
5237_2,Yes,PT
5237_2,Yes,MDB
5237_2,Yes,PSD
5237_2,Yes,PSDB
5237_2,Yes,DEM
5237_2,Yes,PSB
5237_2,Yes,Solidaried
5237_2,Yes,PTB
5237_2,Yes,PDT
5237_2,Yes,PCdoB
5237_2,Yes,PSC
5237_2,Yes,PRB
5237_2,Yes,PV
5237_2,Yes,PPS
5237_2,Yes,PSOL
5237_2,Yes,PMN
5237_2,Yes,DC
5237_2,Yes,GOV.
5237_2,Yes,PP
5237_2,Yes,PROS
5237_2,Yes,PR
5237_2,Yes,Avante
5237_2,Yes,PRP
3229,No,PT
3229,Obstruction,DEM
3229,Obstruction,PSDB
3229,No,PP
3229,No,PR
3229,No,PTB
3229,No,PV
3229,Obstruction,PPS
3229,No,PSOL
3229,No,GOV.
3229,No,MDB
3229,No,PSC
3229,No,PTC
3229,No,PSB
3229,No,PDT
3229,No,PCdoB
3229,No,PMN
3229,No,PHS
3229,No,PRB
3230,No,PT
3230,Obstruction,DEM
3230,Obstruction,PSDB
3230,No,PP
3230,No,PR
3230,No,PTB
3230,No,PV
3230,No,PPS
3230,No,PSOL
3230,No,MDB
3230,No,PSC
3230,No,PTC
3230,No,PSB
3230,No,PDT
3230,No,PCdoB
3230,No,PMN
3230,No,PHS
3230,No,PRB
3230_2,No,PT
3230_2,Obstruction,DEM
3230_2,Obstruction,PSDB
3230_2,No,PP
3230_2,No,PR
3230_2,No,PTB
3230_2,No,PV
3230_2,No,PPS
3230_2,No,PSOL
3230_2,No,GOV.
3230_2,No,MDB
3230_2,No,PSC
3230_2,No,PTC
3230_2,No,PSB
3230_2,No,PDT
3230_2,No,PCdoB
3230_2,No,PMN
3230_2,No,PHS
3230_2,No,PRB
397,Yes,PFL
397,Yes,PSDB
397,Yes,MDB
397,No,PT
397,Yes,PPB
397,Yes,PTB
397,No,PDT
397,Yes,PPS
397,Yes,PL
397,Yes,GOV.
397,No,PSB
397,No,PCdoB
4395,Obstruction,PT
4395,Obstruction,MDB
4395,Obstruction,PSDB
4395,Obstruction,DEM
4395,Obstruction,PP
4395,Obstruction,PDT
4395,Obstruction,PSC
4395,Yes,PSOL
4395,Obstruction,PSB
4395,Obstruction,PTB
4395,Obstruction,PCdoB
4395,Obstruction,PR
4395,Obstruction,Avante
4395,Obstruction,PRP
4395,Obstruction,PHS
4395,Obstruction,PTC
4395,Obstruction,PSL
4395,Obstruction,PV
4395,Obstruction,PPS
1045,No,PT
1045,No,MDB
1045,Obstruction,PFL
1045,No,PP
1045,No,PTB
1045,Obstruction,PSDB
1045,No,PPS
1045,No,PSB
1045,No,PDT
1045,No,PSC
1045,No,PV
1045,No,GOV.
1045,No,PL
1045,No,PSL
1045_2,No,PT
1045_2,No,MDB
1045_2,Obstruction,PFL
1045_2,No,PP
1045_2,No,PTB
1045_2,Obstruction,PSDB
1045_2,No,PPS
1045_2,No,PSB
1045_2,No,PDT
1045_2,No,PCdoB
1045_2,No,PSC
1045_2,No,PV
1045_2,Obstruction,PRONA
1045_2,No,GOV.
1045_2,No,PL
1045_2,No,PSL
1045_3,Yes,PT
1045_3,Yes,MDB
1045_3,No,PFL
1045_3,Yes,PP
1045_3,Yes,PTB
1045_3,No,PSDB
1045_3,Yes,PPS
1045_3,Yes,PSB
1045_3,No,PDT
1045_3,Yes,PCdoB
1045_3,Yes,PSC
1045_3,Yes,PV
1045_3,No,PRONA
1045_3,Yes,GOV.
1045_3,Yes,PL
1045_3,Yes,PSL
1046,No,PT
1046,No,MDB
1046,Obstruction,PFL
1046,No,PP
1046,No,PTB
1046,Obstruction,PSDB
1046,No,PPS
1046,No,PSB
1046,No,PDT
1046,No,PCdoB
1046,No,PSC
1046,No,PV
1046,Obstruction,PRONA
1046,No,GOV.
1046,No,PL
1046,No,PSL
289,Yes,PFL
289,Yes,PSDB
289,No,PT
289,Yes,PPB
289,Yes,PTB
289,No,PDT
289,No,PSB
289,No,PPS
289,No,PCdoB
289,Yes,GOV.
289,Yes,MDB
289,Yes,PRONA
289_2,No,PFL
289_2,No,PSDB
289_2,Yes,PT
289_2,No,PPB
289_2,No,PTB
289_2,Yes,PDT
289_2,Yes,PPS
289_2,Yes,PCdoB
289_2,No,PSD
289_2,No,GOV.
289_2,No,MDB
289_2,No,PRONA
297,No,PFL
297,No,PSDB
297,Yes,PT
297,No,PPB
297,No,PTB
297,Yes,PDT
297,Yes,PSB
297,Yes,PPS
297,Yes,PL
297,Yes,PCdoB
297,No,GOV.
297,No,MDB
297,No,PRONA
297_2,Yes,PFL
297_2,Yes,PSDB
297_2,No,PT
297_2,Yes,PPB
297_2,Yes,PTB
297_2,No,PDT
297_2,No,PSB
297_2,No,PPS
297_2,No,PCdoB
297_2,Yes,GOV.
297_2,Yes,MDB
297_2,Yes,PRONA
3981,No,PT
3981,Obstruction,PSDB
3981,Obstruction,DEM
3981,No,PR
3981,No,PP
3981,No,PTB
3981,No,PDT
3981,No,PSC
3981,No,PV
3981,Obstruction,PPS
3981,No,PSOL
3981,No,GOV.
3981,No,MDB
3981,No,PTC
3981,No,PSD
3981,No,PCdoB
3981,No,PMN
3981,No,PRB
3983,Yes,PT
3983,Obstruction,PSDB
3983,Obstruction,DEM
3983,Yes,PR
3983,Yes,PP
3983,Yes,PTB
3983,Yes,PDT
3983,No,PSC
3983,Yes,PV
3983,Obstruction,PPS
3983,No,PSOL
3983,Yes,MDB
3983,Yes,PTC
3983,Yes,PSD
3983,Yes,PCdoB
3983,Yes,PMN
3983,Yes,PRB
3982,No,PT
3982,Obstruction,PSDB
3982,Obstruction,DEM
3982,No,PR
3982,No,PP
3982,No,PTB
3982,No,PDT
3982,No,PSC
3982,No,PV
3982,Obstruction,PPS
3982,No,PSOL
3982,No,GOV.
3982,No,MDB
3982,No,PTC
3982,No,PSD
3982,No,PCdoB
3982,No,PMN
3982,No,PRB
3983_2,No,PT
3983_2,Obstruction,PSDB
3983_2,Obstruction,DEM
3983_2,No,PR
3983_2,No,PP
3983_2,No,PTB
3983_2,No,PDT
3983_2,No,PSC
3983_2,No,PV
3983_2,Obstruction,PPS
3983_2,No,PSOL
3983_2,No,GOV.
3983_2,No,MDB
3983_2,No,PTC
3983_2,No,PSD
3983_2,No,PCdoB
3983_2,No,PMN
3983_2,No,PRB
4030,No,PT
4030,Obstruction,PSDB
4030,Obstruction,DEM
4030,No,PR
4030,No,PP
4030,No,PDT
4030,Obstruction,PTB
4030,No,PSC
4030,Obstruction,PPS
4030,Obstruction,PV
4030,No,PSOL
4030,No,PHS
4030,No,GOV.
4030,No,MDB
4030,No,PTC
4030,No,PSD
4030,No,PCdoB
4030,No,PMN
4030,No,PRB
4030_2,Yes,PT
4030_2,Obstruction,PSDB
4030_2,Obstruction,DEM
4030_2,Yes,PR
4030_2,Yes,PP
4030_2,Yes,PDT
4030_2,Yes,PTB
4030_2,Yes,PSC
4030_2,Obstruction,PPS
4030_2,Yes,PV
4030_2,No,PSOL
4030_2,Yes,PHS
4030_2,Yes,GOV.
4030_2,Yes,MDB
4030_2,Yes,PTC
4030_2,Yes,PSD
4030_2,Yes,PCdoB
4030_2,Yes,PMN
4030_2,Yes,PRB
4043,No,PT
4043,Obstruction,PSDB
4043,Obstruction,DEM
4043,No,PR
4043,No,PP
4043,No,PDT
4043,No,PTB
4043,No,PSC
4043,Obstruction,PPS
4043,No,PV
4043,No,PSOL
4043,No,PHS
4043,No,GOV.
4043,No,MDB
4043,No,PTC
4043,No,PSD
4043,No,PCdoB
4043,No,PMN
4043,No,PRB
16475,No,MDB
16475,Obstruction,PT
16475,No,PSDB
16475,Obstruction,PSD
16475,No,DEM
16475,Obstruction,PSB
16475,No,PDT
16475,Obstruction,PCdoB
16475,No,PPS
16475,Free,PHS
16475,Obstruction,PV
16475,Obstruction,PSOL
16475,Obstruction,REDE
16475,No,GOV.
16475,No,PP
16475,No,Podemos
16475,No,PSC
16475,No,Avante
16475,No,Patriota
16475,No,PR
16475,No,PRB
16475,No,Solidaried
16475,Free,PTB
16475,Free,PROS
16475,Free,PSL
16475,Free,PRP
3736,No,PT
3736,Obstruction,PSDB
3736,Free,DEM
3736,No,PR
3736,No,PP
3736,No,PDT
3736,No,PTB
3736,No,PV
3736,No,PPS
3736,No,PSC
3736,No,PSOL
3736,No,MDB
3736,No,PTC
3736,No,PSD
3736,No,PCdoB
3736,No,PMN
3736,No,PRB
3736_2,Yes,PT
3736_2,No,PSDB
3736_2,No,DEM
3736_2,Yes,PR
3736_2,Yes,PP
3736_2,No,PDT
3736_2,Yes,PTB
3736_2,Yes,PV
3736_2,No,PPS
3736_2,No,PSC
3736_2,Yes,PSOL
3736_2,Yes,GOV.
3736_2,Yes,MDB
3736_2,Yes,PTC
3736_2,Yes,PSD
3736_2,Yes,PCdoB
3736_2,Yes,PMN
3736_2,Yes,PRB
3738,No,PT
3738,Yes,PSDB
3738,Yes,DEM
3738,Yes,PR
3738,No,PP
3738,No,PDT
3738,No,PTB
3738,No,PV
3738,Yes,PPS
3738,No,PSC
3738,No,PSOL
3738,No,GOV.
3738,No,MDB
3738,No,PTC
3738,No,PSD
3738,No,PCdoB
3738,No,PMN
3738,No,PRB
3738_2,Yes,PT
3738_2,No,PSDB
3738_2,No,DEM
3738_2,Yes,PR
3738_2,Yes,PP
3738_2,Yes,PDT
3738_2,Yes,PTB
3738_2,Yes,PV
3738_2,No,PPS
3738_2,Yes,PSC
3738_2,No,PSOL
3738_2,Yes,GOV.
3738_2,Yes,MDB
3738_2,Yes,PTC
3738_2,Yes,PSD
3738_2,Yes,PCdoB
3738_2,Yes,PMN
3738_2,Yes,PRB
3776,Obstruction,PT
3776,Obstruction,PSDB
3776,Obstruction,DEM
3776,Obstruction,PR
3776,Obstruction,PP
3776,Obstruction,PDT
3776,Obstruction,PTB
3776,Obstruction,PV
3776,Obstruction,PPS
3776,Obstruction,PSC
3776,Yes,PSOL
3776,Yes,GOV.
3776,Obstruction,MDB
3776,Obstruction,PTC
3776,Obstruction,PSD
3776,Obstruction,PCdoB
3776,Obstruction,PMN
3776,Obstruction,PRB
3783,No,PT
3783,No,DEM
3783,No,PSDB
3783,No,PR
3783,No,PP
3783,No,PDT
3783,No,PTB
3783,No,PV
3783,No,PPS
3783,No,PSC
3783,Yes,PSOL
3783,No,MDB
3783,No,PTC
3783,Yes,PSD
3783,Yes,PCdoB
3783,Yes,PMN
3783,Yes,PRB
3784,No,PT
3784,Yes,DEM
3784,Yes,PSDB
3784,Yes,PR
3784,Yes,PP
3784,No,PDT
3784,Yes,PTB
3784,No,PV
3784,Yes,PPS
3784,Yes,PSC
3784,No,PSOL
3784,No,GOV.
3784,Yes,MDB
3784,Yes,PTC
3784,Free,PSD
3784,Free,PCdoB
3784,Free,PMN
3784,Free,PRB
3784_2,No,PT
3784_2,No,DEM
3784_2,No,PSDB
3784_2,No,PR
3784_2,No,PP
3784_2,No,PDT
3784_2,No,PTB
3784_2,No,PV
3784_2,No,PPS
3784_2,No,PSC
3784_2,Yes,PSOL
3784_2,No,MDB
3784_2,No,PTC
3784_2,Free,PSD
3784_2,Free,PCdoB
3784_2,Free,PMN
3784_2,Free,PRB
495_2,No,PFL
495_2,Yes,PT
495_2,No,PPB
495_2,Yes,PDT
495_2,No,PPS
495_2,No,PV
495_2,No,GOV.
495_2,No,PSDB
495_2,No,PTB
495_2,No,MDB
495_2,No,PST
495_2,No,Podemos
495_2,Yes,PSB
495_2,Yes,PCdoB
495_2,Yes,PL
495_2,Yes,PSL
16351,Yes,MDB
16351,Yes,PT
16351,Yes,PSDB
16351,Yes,PSD
16351,No,PR
16351,Yes,PSB
16351,Yes,DEM
16351,No,PRB
16351,Yes,PDT
16351,Yes,Podemos
16351,Yes,Solidaried
16351,Yes,PCdoB
16351,Yes,PSC
16351,No,PPS
16351,No,PHS
16351,No,PV
16351,No,PSOL
16351,Obstruction,REDE
16351,Yes,PP
16351,Yes,Avante
16351,Yes,PTB
16351,Yes,PROS
16351,Yes,PSL
16252,No,MDB
16252,Obstruction,PT
16252,No,PSDB
16252,No,PR
16252,No,PSD
16252,No,PSB
16252,No,DEM
16252,No,PRB
16252,Obstruction,PDT
16252,No,Solidaried
16252,Obstruction,PCdoB
16252,No,PSC
16252,No,PPS
16252,No,PHS
16252,Obstruction,PSOL
16252,No,PV
16252,Obstruction,REDE
16252,No,Patriota
16252,Obstruction,PMB
16252,No,GOV.
16252,No,PP
16252,No,Podemos
16252,No,Avante
16252,No,PTB
16252,No,PROS
16252,No,PSL
16258,No,MDB
16258,Obstruction,PT
16258,No,PSDB
16258,No,PR
16258,No,PSD
16258,No,PSB
16258,No,DEM
16258,No,PRB
16258,Obstruction,PDT
16258,No,Solidaried
16258,Obstruction,PCdoB
16258,No,PSC
16258,No,PPS
16258,Obstruction,PSOL
16258,No,PV
16258,Free,REDE
16258,No,Patriota
16258,No,GOV.
16258,No,PP
16258,No,Podemos
16258,No,Avante
16258,No,PTB
16258,No,PROS
16258,No,PSL
16257,No,MDB
16257,Obstruction,PT
16257,No,PSDB
16257,No,PR
16257,No,PSD
16257,No,PSB
16257,No,DEM
16257,No,PRB
16257,Obstruction,PDT
16257,No,Solidaried
16257,Obstruction,PCdoB
16257,No,PSC
16257,No,PPS
16257,Obstruction,PSOL
16257,No,PV
16257,Free,REDE
16257,No,Patriota
16257,No,PMB
16257,No,GOV.
16257,No,PP
16257,No,Podemos
16257,No,Avante
16257,No,PTB
16257,No,PROS
16257,No,PSL
16258_2,No,MDB
16258_2,Obstruction,PT
16258_2,No,PSDB
16258_2,No,PR
16258_2,No,PSD
16258_2,No,PSB
16258_2,No,DEM
16258_2,No,PRB
16258_2,Obstruction,PDT
16258_2,No,Solidaried
16258_2,Obstruction,PCdoB
